Date,CountryName,School closing,Workplace closing,Cancel public events,Stay at home requirements,International travel controls
2020-06-29,India,3,2,2,2,3
2020-06-30,India,3,2,2,2,3
2020-07-01,India,3,1,2,2,4
2020-07-02,India,3,1,2,2,4
2020-07-03,India,3,1,2,2,4
2020-07-04,India,3,1,2,2,4
2020-07-05,India,3,1,2,2,4
2020-07-06,India,3,1,2,2,4
2020-07-07,India,3,1,2,2,4
2020-07-08,India,3,1,2,2,4
2020-07-09,India,3,1,2,2,4
2020-07-10,India,3,2,2,2,4
2020-07-11,India,3,2,2,2,4
2020-07-12,India,3,2,2,2,4
2020-07-13,India,3,2,2,2,4
2020-07-14,India,3,2,2,2,4
2020-07-15,India,3,2,2,2,4
2020-07-16,India,3,2,2,2,4
2020-07-17,India,3,2,2,2,4
2020-07-18,India,3,2,2,2,4
2020-07-19,India,3,2,2,2,4
2020-07-20,India,3,2,2,2,4
2020-07-21,India,3,2,2,2,4
2020-07-22,India,3,2,2,2,4
2020-07-23,India,3,2,2,2,4
2020-07-24,India,3,2,2,2,4
2020-07-25,India,3,2,2,2,4
2020-07-26,India,3,2,2,2,4
2020-07-27,India,3,2,2,2,4
2020-07-28,India,3,2,2,2,4
2020-07-29,India,3,2,2,2,4
2020-07-30,India,3,2,2,2,4
2020-07-31,India,3,2,2,2,4
2020-08-01,India,3,2,2,2,4
2020-08-02,India,3,2,2,2,4
2020-08-03,India,3,2,2,2,4
2020-08-04,India,3,2,2,2,4
2020-08-05,India,3,2,2,2,4
2020-08-06,India,3,2,2,2,4
2020-08-07,India,3,2,2,2,4
2020-08-08,India,3,2,2,2,4
2020-08-09,India,3,2,2,2,4
2020-08-10,India,3,2,2,2,4
2020-08-11,India,3,2,2,2,4
2020-08-12,India,3,2,2,2,4
2020-08-13,India,3,2,2,2,4
2020-08-14,India,3,2,2,2,4
2020-08-15,India,3,2,2,2,4
2020-08-16,India,3,2,2,2,4
2020-08-17,India,3,2,2,2,4
2020-08-18,India,3,2,2,2,4
2020-08-19,India,3,2,2,2,4
2020-08-20,India,3,2,2,2,4
2020-08-21,India,3,2,2,2,4
2020-08-22,India,3,2,2,2,4
2020-08-23,India,3,2,2,2,4
2020-08-24,India,3,2,2,2,4
2020-08-25,India,3,2,2,2,4
2020-08-26,India,3,2,2,2,4
2020-08-27,India,3,2,2,2,4
2020-08-28,India,3,2,2,2,4
2020-08-29,India,3,2,2,2,4
2020-08-30,India,3,2,2,2,4
2020-08-31,India,3,2,2,2,4
2020-01-01,Spain,0,0,0,0,0
2020-01-02,Spain,0,0,0,0,0
2020-01-03,Spain,0,0,0,0,0
2020-01-04,Spain,0,0,0,0,0
2020-01-05,Spain,0,0,0,0,0
2020-01-06,Spain,0,0,0,0,0
2020-01-07,Spain,0,0,0,0,0
2020-01-08,Spain,0,0,0,0,0
2020-01-09,Spain,0,0,0,0,0
2020-01-10,Spain,0,0,0,0,0
2020-01-11,Spain,0,0,0,0,0
2020-01-12,Spain,0,0,0,0,0
2020-01-13,Spain,0,0,0,0,0
2020-01-14,Spain,0,0,0,0,0
2020-01-15,Spain,0,0,0,0,0
2020-01-16,Spain,0,0,0,0,0
2020-01-17,Spain,0,0,0,0,0
2020-01-18,Spain,0,0,0,0,0
2020-01-19,Spain,0,0,0,0,0
2020-01-20,Spain,0,0,0,0,0
2020-01-21,Spain,0,0,0,0,0
2020-01-22,Spain,0,0,0,0,0
2020-01-23,Spain,0,0,0,0,0
2020-01-24,Spain,0,0,0,0,0
2020-01-25,Spain,0,0,0,0,0
2020-01-26,Spain,0,0,0,0,0
2020-01-27,Spain,0,0,0,0,0
2020-01-28,Spain,0,0,0,0,0
2020-01-29,Spain,0,0,0,0,0
2020-01-30,Spain,0,0,0,0,0
2020-01-31,Spain,0,0,0,0,0
2020-02-01,Spain,0,0,0,0,0
2020-02-02,Spain,0,0,0,0,0
2020-02-03,Spain,0,0,0,0,0
2020-02-04,Spain,0,0,0,0,0
2020-02-05,Spain,0,0,0,0,0
2020-02-06,Spain,0,0,0,0,0
2020-02-07,Spain,0,0,0,0,0
2020-02-08,Spain,0,0,0,0,0
2020-02-09,Spain,0,0,0,0,0
2020-02-10,Spain,0,0,0,0,0
2020-02-11,Spain,0,0,0,0,0
2020-02-12,Spain,0,0,0,0,0
2020-02-13,Spain,0,0,0,0,0
2020-02-14,Spain,0,0,0,0,0
2020-02-15,Spain,0,0,0,0,0
2020-02-16,Spain,0,0,0,0,0
2020-02-17,Spain,0,0,0,0,0
2020-02-18,Spain,0,0,0,0,0
2020-02-19,Spain,0,0,0,0,0
2020-02-20,Spain,0,0,0,0,0
2020-02-21,Spain,0,0,0,0,0
2020-02-22,Spain,0,0,0,0,0
2020-02-23,Spain,0,0,0,0,0
2020-02-24,Spain,0,0,0,0,0
2020-02-25,Spain,0,0,0,0,0
2020-02-26,Spain,0,0,0,0,0
2020-02-27,Spain,0,0,0,0,0
2020-02-28,Spain,0,0,0,0,0
2020-02-29,Spain,0,0,0,0,0
2020-03-01,Spain,0,0,0,0,0
2020-03-02,Spain,0,0,0,0,0
2020-03-03,Spain,0,0,0,0,0
2020-03-04,Spain,0,0,0,0,0
2020-03-05,Spain,0,0,0,0,0
2020-03-06,Spain,0,0,0,0,0
2020-03-07,Spain,0,0,0,0,0
2020-03-08,Spain,0,0,0,0,0
2020-03-09,Spain,3,1,0,0,0
2020-03-10,Spain,3,1,2,0,3
2020-03-11,Spain,3,1,2,0,3
2020-03-12,Spain,3,1,2,0,3
2020-03-13,Spain,3,1,2,0,3
2020-03-14,Spain,3,2,2,2,3
2020-03-15,Spain,3,2,2,2,3
2020-03-16,Spain,3,2,2,2,3
2020-03-17,Spain,3,2,2,2,4
2020-03-18,Spain,3,2,2,2,4
2020-03-19,Spain,3,2,2,2,4
2020-03-20,Spain,3,2,2,2,4
2020-03-21,Spain,3,2,2,2,4
2020-03-22,Spain,3,2,2,2,4
2020-03-23,Spain,3,2,2,2,4
2020-03-24,Spain,3,2,2,2,4
2020-03-25,Spain,3,2,2,2,4
2020-03-26,Spain,3,2,2,2,4
2020-03-27,Spain,3,2,2,2,4
2020-03-28,Spain,3,2,2,2,4
2020-03-29,Spain,3,2,2,2,4
2020-03-30,Spain,3,3,2,2,4
2020-03-31,Spain,3,3,2,2,4
2020-04-01,Spain,3,3,2,2,4
2020-04-02,Spain,3,3,2,2,4
2020-04-03,Spain,3,3,2,2,4
2020-04-04,Spain,3,3,2,2,4
2020-04-05,Spain,3,3,2,2,4
2020-04-06,Spain,3,3,2,2,4
2020-04-07,Spain,3,3,2,2,4
2020-04-08,Spain,3,3,2,2,4
2020-04-09,Spain,3,3,2,2,4
2020-04-10,Spain,3,3,2,2,4
2020-04-11,Spain,3,3,2,2,4
2020-04-12,Spain,3,3,2,2,4
2020-04-13,Spain,3,3,2,2,4
2020-04-14,Spain,3,3,2,2,4
2020-04-15,Spain,3,3,2,2,4
2020-04-16,Spain,3,3,2,2,4
2020-04-17,Spain,3,3,2,2,4
2020-04-18,Spain,3,3,2,2,4
2020-04-19,Spain,3,3,2,2,4
2020-04-20,Spain,3,3,2,2,4
2020-04-21,Spain,3,3,2,2,4
2020-04-22,Spain,3,3,2,2,4
2020-04-23,Spain,3,3,2,2,4
2020-04-24,Spain,3,3,2,2,4
2020-04-25,Spain,3,3,2,2,4
2020-04-26,Spain,3,3,2,2,4
2020-04-27,Spain,3,3,2,2,4
2020-04-28,Spain,3,3,2,2,4
2020-04-29,Spain,3,3,2,2,4
2020-04-30,Spain,3,3,2,2,4
2020-05-01,Spain,3,3,2,2,4
2020-05-02,Spain,3,3,2,2,4
2020-05-03,Spain,3,3,2,2,4
2020-05-04,Spain,3,3,2,2,4
2020-05-05,Spain,3,3,2,2,4
2020-05-06,Spain,3,3,2,2,4
2020-05-07,Spain,3,3,2,2,4
2020-05-08,Spain,3,3,2,2,4
2020-05-09,Spain,3,3,2,2,4
2020-05-10,Spain,3,3,2,2,4
2020-05-11,Spain,3,3,2,2,4
2020-05-12,Spain,3,3,2,2,4
2020-05-13,Spain,3,3,2,2,4
2020-05-14,Spain,3,3,2,2,4
2020-05-15,Spain,3,3,2,2,4
2020-05-16,Spain,3,3,2,2,4
2020-05-17,Spain,3,3,2,2,4
2020-05-18,Spain,3,3,2,2,4
2020-05-19,Spain,3,3,2,2,4
2020-05-20,Spain,3,3,2,2,4
2020-05-21,Spain,3,3,2,2,4
2020-05-22,Spain,3,2,2,2,4
2020-05-23,Spain,3,2,2,2,4
2020-05-24,Spain,3,2,2,2,4
2020-05-25,Spain,3,2,2,2,4
2020-05-26,Spain,2,2,2,2,4
2020-05-27,Spain,2,2,2,1,4
2020-05-28,Spain,2,2,2,1,4
2020-05-29,Spain,2,2,2,1,4
2020-05-30,Spain,2,2,2,1,4
2020-05-31,Spain,2,2,2,1,4
2020-06-01,Spain,2,2,2,1,4
2020-06-02,Spain,2,2,2,1,4
2020-06-03,Spain,2,2,2,1,4
2020-06-04,Spain,2,2,2,1,4
2020-06-05,Spain,2,2,2,1,4
2020-06-06,Spain,2,2,2,1,4
2020-06-07,Spain,2,2,2,1,4
2020-06-08,Spain,2,1,2,1,4
2020-06-09,Spain,2,1,2,1,4
2020-06-10,Spain,2,1,2,1,4
2020-06-11,Spain,2,1,2,1,4
2020-06-12,Spain,2,1,2,1,4
2020-06-13,Spain,2,1,2,1,4
2020-06-14,Spain,2,1,2,1,4
2020-06-15,Spain,2,1,2,1,4
2020-06-16,Spain,2,1,2,1,4
2020-06-17,Spain,2,1,2,1,4
2020-06-18,Spain,2,1,2,1,4
2020-06-19,Spain,2,1,2,1,4
2020-06-20,Spain,2,1,2,1,4
2020-06-21,Spain,2,0,2,0,3
2020-06-22,Spain,2,0,2,0,3
2020-06-23,Spain,2,0,2,0,3
2020-06-24,Spain,2,0,2,0,3
2020-06-25,Spain,2,0,2,0,3
2020-06-26,Spain,2,0,2,0,3
2020-06-27,Spain,2,0,2,0,3
2020-06-28,Spain,2,0,2,0,3
2020-06-29,Spain,2,0,2,0,3
2020-06-30,Spain,2,0,2,0,3
2020-07-01,Spain,2,0,2,0,3
2020-07-02,Spain,2,0,2,0,3
2020-07-03,Spain,2,0,2,0,3
2020-07-04,Spain,2,0,2,1,3
2020-07-05,Spain,2,0,2,1,3
2020-07-06,Spain,2,0,2,1,3
2020-07-07,Spain,2,0,2,1,3
2020-07-08,Spain,2,0,2,1,3
2020-07-09,Spain,2,0,2,1,3
2020-07-10,Spain,2,0,2,1,3
2020-07-11,Spain,2,0,2,1,3
2020-07-12,Spain,2,0,2,1,3
2020-07-13,Spain,2,0,2,1,3
2020-07-14,Spain,2,0,2,1,3
2020-07-15,Spain,2,2,2,2,3
2020-07-16,Spain,2,2,2,2,3
2020-07-17,Spain,2,2,2,2,3
2020-07-18,Spain,2,2,2,2,3
2020-07-19,Spain,2,2,2,2,3
2020-07-20,Spain,2,2,2,2,3
2020-07-21,Spain,2,2,2,2,3
2020-07-22,Spain,2,2,2,2,3
2020-07-23,Spain,2,2,2,2,3
2020-07-24,Spain,2,2,2,2,3
2020-07-25,Spain,2,2,2,2,3
2020-07-26,Spain,2,2,2,2,3
2020-07-27,Spain,2,2,2,2,3
2020-07-28,Spain,2,2,2,2,3
2020-07-29,Spain,2,2,2,2,3
2020-07-30,Spain,2,2,2,2,3
2020-07-31,Spain,2,2,2,2,3
2020-08-01,Spain,2,2,2,2,3
2020-08-02,Spain,2,2,2,2,3
2020-08-03,Spain,2,2,2,2,3
2020-08-04,Spain,2,2,2,2,3
2020-08-05,Spain,2,2,2,2,3
2020-08-06,Spain,2,2,2,2,3
2020-08-07,Spain,2,2,2,2,3
2020-08-08,Spain,2,2,2,2,3
2020-08-09,Spain,2,2,2,2,3
2020-08-10,Spain,2,2,2,1,3
2020-08-11,Spain,2,2,2,1,3
2020-08-12,Spain,2,2,2,1,3
2020-08-13,Spain,2,2,2,1,3
2020-08-14,Spain,2,2,2,1,3
2020-08-15,Spain,2,2,2,1,3
2020-08-16,Spain,2,2,2,1,3
2020-08-17,Spain,2,2,2,1,3
2020-08-18,Spain,2,2,2,1,3
2020-08-19,Spain,2,2,2,1,3
2020-08-20,Spain,2,2,2,1,3
2020-08-21,Spain,2,2,2,1,3
2020-08-22,Spain,2,2,2,1,3
2020-08-23,Spain,2,2,2,1,3
2020-08-24,Spain,2,2,2,1,3
2020-08-25,Spain,2,2,2,1,3
2020-08-26,Spain,2,2,2,1,3
2020-08-27,Spain,2,2,2,1,3
2020-08-28,Spain,2,2,2,1,3
2020-08-29,Spain,2,2,2,1,3
2020-08-30,Spain,2,2,2,1,3
2020-08-31,Spain,2,2,2,1,3
2020-01-01,United States of America,0,0,0,0,0
2020-01-02,United States of America,0,0,0,0,0
2020-01-03,United States of America,0,0,0,0,0
2020-01-04,United States of America,0,0,0,0,0
2020-01-05,United States of America,0,0,0,0,0
2020-01-06,United States of America,0,0,0,0,0
2020-01-07,United States of America,0,0,0,0,0
2020-01-08,United States of America,0,0,0,0,0
2020-01-09,United States of America,0,0,0,0,0
2020-01-10,United States of America,0,0,0,0,0
2020-01-11,United States of America,0,0,0,0,0
2020-01-12,United States of America,0,0,0,0,0
2020-01-13,United States of America,0,0,0,0,0
2020-01-14,United States of America,0,0,0,0,0
2020-01-15,United States of America,0,0,0,0,0
2020-01-16,United States of America,0,0,0,0,0
2020-01-17,United States of America,0,0,0,0,0
2020-01-18,United States of America,0,0,0,0,0
2020-01-19,United States of America,0,0,0,0,0
2020-01-20,United States of America,0,0,0,0,0
2020-01-21,United States of America,0,0,0,0,0
2020-01-22,United States of America,0,0,0,0,0
2020-01-23,United States of America,0,0,0,0,0
2020-01-24,United States of America,0,0,0,0,0
2020-01-25,United States of America,0,0,0,0,0
2020-01-26,United States of America,0,0,0,0,0
2020-01-27,United States of America,0,0,0,0,0
2020-01-28,United States of America,0,0,0,0,0
2020-01-29,United States of America,0,0,0,0,0
2020-01-30,United States of America,0,0,0,0,0
2020-01-31,United States of America,0,0,0,0,0
2020-02-01,United States of America,0,0,0,0,0
2020-02-02,United States of America,0,0,0,0,2
2020-02-03,United States of America,0,0,0,0,2
2020-02-04,United States of America,0,0,0,0,2
2020-02-05,United States of America,0,0,0,0,2
2020-02-06,United States of America,0,0,0,0,2
2020-02-07,United States of America,0,0,0,0,2
2020-02-08,United States of America,0,0,0,0,2
2020-02-09,United States of America,0,0,0,0,2
2020-02-10,United States of America,0,0,0,0,2
2020-02-11,United States of America,0,0,0,0,2
2020-02-12,United States of America,0,0,0,0,2
2020-02-13,United States of America,0,0,0,0,2
2020-02-14,United States of America,0,0,0,0,2
2020-02-15,United States of America,0,0,0,0,2
2020-02-16,United States of America,0,0,0,0,2
2020-02-17,United States of America,0,0,0,0,2
2020-02-18,United States of America,0,0,0,0,2
2020-02-19,United States of America,0,0,0,0,2
2020-02-20,United States of America,0,0,0,0,2
2020-02-21,United States of America,0,0,0,0,2
2020-02-22,United States of America,0,0,0,0,2
2020-02-23,United States of America,0,0,0,0,2
2020-02-24,United States of America,0,0,0,0,2
2020-02-25,United States of America,0,0,0,0,2
2020-02-26,United States of America,0,0,0,0,2
2020-02-27,United States of America,0,0,0,0,2
2020-02-28,United States of America,0,0,0,0,2
2020-02-29,United States of America,0,0,0,0,2
2020-03-01,United States of America,0,0,1,0,2
2020-03-02,United States of America,0,0,1,0,3
2020-03-03,United States of America,0,0,1,0,3
2020-03-04,United States of America,0,0,1,0,3
2020-03-05,United States of America,3,0,1,0,3
2020-03-06,United States of America,3,0,1,0,3
2020-03-07,United States of America,3,0,1,0,3
2020-03-08,United States of America,3,0,1,0,3
2020-03-09,United States of America,3,0,1,0,3
2020-03-10,United States of America,3,0,1,0,3
2020-03-11,United States of America,3,0,1,0,3
2020-03-12,United States of America,3,0,2,0,3
2020-03-13,United States of America,3,0,2,0,3
2020-03-14,United States of America,3,0,2,0,3
2020-03-15,United States of America,3,0,2,2,3
2020-03-16,United States of America,3,0,2,2,3
2020-03-17,United States of America,3,0,2,2,3
2020-03-18,United States of America,3,0,2,2,3
2020-03-19,United States of America,3,3,2,2,3
2020-03-20,United States of America,3,3,2,2,3
2020-03-21,United States of America,3,3,2,2,3
2020-03-22,United States of America,3,3,2,2,3
2020-03-23,United States of America,3,3,2,2,3
2020-03-24,United States of America,3,3,2,2,3
2020-03-25,United States of America,3,3,2,2,3
2020-03-26,United States of America,3,3,2,2,3
2020-03-27,United States of America,3,3,2,2,3
2020-03-28,United States of America,3,3,2,2,3
2020-03-29,United States of America,3,3,2,2,3
2020-03-30,United States of America,3,3,2,2,3
2020-03-31,United States of America,3,3,2,2,3
2020-04-01,United States of America,3,3,2,2,3
2020-04-02,United States of America,3,3,2,2,3
2020-04-03,United States of America,3,3,2,2,3
2020-04-04,United States of America,3,3,2,2,3
2020-04-05,United States of America,3,3,2,2,3
2020-04-06,United States of America,3,3,2,2,3
2020-04-07,United States of America,3,3,2,2,3
2020-04-08,United States of America,3,3,2,2,3
2020-04-09,United States of America,3,3,2,2,3
2020-04-10,United States of America,3,3,2,2,3
2020-04-11,United States of America,3,3,2,2,3
2020-04-12,United States of America,3,3,2,2,3
2020-04-13,United States of America,3,3,2,2,3
2020-04-14,United States of America,3,3,2,2,3
2020-04-15,United States of America,3,3,2,2,3
2020-04-16,United States of America,3,3,2,2,3
2020-04-17,United States of America,3,3,2,2,3
2020-04-18,United States of America,3,3,2,2,3
2020-04-19,United States of America,3,3,2,2,3
2020-04-20,United States of America,3,3,2,2,3
2020-04-21,United States of America,3,3,2,2,3
2020-04-22,United States of America,3,3,2,2,3
2020-04-23,United States of America,3,3,2,2,3
2020-04-24,United States of America,3,3,2,2,3
2020-04-25,United States of America,3,3,2,2,3
2020-04-26,United States of America,3,3,2,2,3
2020-04-27,United States of America,3,3,2,2,3
2020-04-28,United States of America,3,3,2,2,3
2020-04-29,United States of America,3,3,2,2,3
2020-04-30,United States of America,3,3,2,2,3
2020-05-01,United States of America,3,3,2,2,3
2020-05-02,United States of America,3,3,2,2,3
2020-05-03,United States of America,3,3,2,2,3
2020-05-04,United States of America,3,3,2,2,3
2020-05-05,United States of America,3,3,2,2,3
2020-05-06,United States of America,3,3,2,2,3
2020-05-07,United States of America,3,3,2,2,3
2020-05-08,United States of America,3,3,2,2,3
2020-05-09,United States of America,3,3,2,2,3
2020-05-10,United States of America,3,3,2,2,3
2020-05-11,United States of America,3,3,2,2,3
2020-05-12,United States of America,3,3,2,2,3
2020-05-13,United States of America,3,3,2,2,3
2020-05-14,United States of America,3,3,2,2,3
2020-05-15,United States of America,3,3,2,2,3
2020-05-16,United States of America,3,3,2,2,3
2020-05-17,United States of America,3,3,2,2,3
2020-05-18,United States of America,3,3,2,2,3
2020-05-19,United States of America,3,3,2,2,3
2020-05-20,United States of America,3,3,2,2,3
2020-05-21,United States of America,3,3,2,2,3
2020-05-22,United States of America,3,3,2,2,3
2020-05-23,United States of America,3,3,2,2,3
2020-05-24,United States of America,3,3,2,2,3
2020-05-25,United States of America,3,3,2,2,3
2020-05-26,United States of America,3,3,2,2,3
2020-05-27,United States of America,3,3,2,2,3
2020-05-28,United States of America,3,3,2,2,3
2020-05-29,United States of America,3,3,2,2,3
2020-05-30,United States of America,3,3,2,2,3
2020-05-31,United States of America,3,3,2,2,3
2020-06-01,United States of America,3,3,2,2,3
2020-06-02,United States of America,3,3,2,2,3
2020-06-03,United States of America,3,3,2,2,3
2020-06-04,United States of America,3,3,2,2,3
2020-06-05,United States of America,3,3,2,2,3
2020-06-06,United States of America,3,3,2,2,3
2020-06-07,United States of America,3,3,2,2,3
2020-06-08,United States of America,3,3,2,2,3
2020-06-09,United States of America,3,3,2,2,3
2020-06-10,United States of America,3,3,2,2,3
2020-06-11,United States of America,3,3,2,2,3
2020-06-12,United States of America,3,3,2,2,3
2020-06-13,United States of America,3,3,2,2,3
2020-06-14,United States of America,3,3,2,2,3
2020-06-15,United States of America,3,2,2,2,3
2020-06-16,United States of America,3,2,2,2,3
2020-06-17,United States of America,3,2,2,2,3
2020-06-18,United States of America,3,2,2,2,3
2020-06-19,United States of America,3,2,2,2,3
2020-06-20,United States of America,3,2,2,2,3
2020-06-21,United States of America,3,2,2,2,3
2020-06-22,United States of America,3,2,2,2,3
2020-06-23,United States of America,3,2,2,2,3
2020-06-24,United States of America,3,2,2,2,3
2020-06-25,United States of America,3,2,2,2,3
2020-06-26,United States of America,3,2,2,2,3
2020-06-27,United States of America,3,2,2,2,3
2020-06-28,United States of America,3,2,2,2,3
2020-06-29,United States of America,3,2,2,2,3
2020-06-30,United States of America,3,2,2,2,3
2020-07-01,United States of America,3,2,2,2,3
2020-07-02,United States of America,3,2,2,2,3
2020-07-03,United States of America,3,2,2,2,3
2020-07-04,United States of America,3,2,2,2,3
2020-07-05,United States of America,3,2,2,2,3
2020-07-06,United States of America,3,2,2,2,3
2020-07-07,United States of America,3,2,2,2,3
2020-07-08,United States of America,3,2,2,2,3
2020-07-09,United States of America,3,2,2,2,3
2020-07-10,United States of America,3,2,2,2,3
2020-07-11,United States of America,3,2,2,2,3
2020-07-12,United States of America,3,2,2,2,3
2020-07-13,United States of America,3,2,2,2,3
2020-07-14,United States of America,3,2,2,2,3
2020-07-15,United States of America,3,2,2,2,3
2020-07-16,United States of America,3,2,2,2,3
2020-07-17,United States of America,3,2,2,2,3
2020-07-18,United States of America,3,2,2,2,3
2020-07-19,United States of America,3,2,2,2,3
2020-07-20,United States of America,3,2,2,1,3
2020-07-21,United States of America,3,2,2,1,3
2020-07-22,United States of America,3,2,2,1,3
2020-07-23,United States of America,3,2,2,1,3
2020-07-24,United States of America,3,2,2,1,3
2020-07-25,United States of America,3,2,2,1,3
2020-07-26,United States of America,3,2,2,1,3
2020-07-27,United States of America,3,2,2,1,3
2020-07-28,United States of America,3,2,2,1,3
2020-07-29,United States of America,3,2,2,1,3
2020-07-30,United States of America,3,2,2,1,3
2020-07-31,United States of America,3,2,2,1,3
2020-08-01,United States of America,3,2,2,1,3
2020-08-02,United States of America,3,2,2,1,3
2020-08-03,United States of America,3,2,2,1,3
2020-08-04,United States of America,3,2,2,1,3
2020-08-05,United States of America,3,2,2,1,3
2020-08-06,United States of America,3,2,2,1,3
2020-08-07,United States of America,3,2,2,1,3
2020-08-08,United States of America,3,2,2,1,3
2020-08-09,United States of America,3,2,2,1,3
2020-08-10,United States of America,3,2,2,1,3
2020-08-11,United States of America,3,2,2,1,3
2020-08-12,United States of America,3,2,2,1,3
2020-08-13,United States of America,3,2,2,1,3
2020-08-14,United States of America,3,2,2,1,3
2020-08-15,United States of America,3,2,2,1,3
2020-08-16,United States of America,3,2,2,1,3
2020-08-17,United States of America,3,2,2,1,3
2020-08-18,United States of America,3,2,2,1,3
2020-08-19,United States of America,3,2,2,1,3
2020-08-20,United States of America,3,2,2,1,3
2020-08-21,United States of America,3,2,2,1,3
2020-08-22,United States of America,3,2,2,1,3
2020-08-23,United States of America,3,2,2,1,3
2020-08-24,United States of America,3,2,2,1,3
2020-08-25,United States of America,3,2,2,1,3
2020-08-26,United States of America,3,2,2,1,3
2020-08-27,United States of America,3,2,2,1,3
2020-08-28,United States of America,3,2,2,1,3
2020-08-29,United States of America,3,2,2,1,3
2020-08-30,United States of America,3,2,2,1,3
2020-08-31,United States of America,3,2,2,1,3